Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00081036714120,1,2.9,2,G,2,8,2,623,6,0,0
EMA00081036750960,1,4.6,2,G,2,10,3,132,6,0,0
EMA00081036762370,2,0,2,B,3,30,2,458,4,,1
EMA00081036903090,1,0.6,1,D,2,36,2,868,,9,0
EMA00081036910280,2,0.8,1,G,2,37,2,504,4,0,0
EMA00081036960370,1,1.8,1,E,2,22,2,778,5,0,0
EMA00081037018940,1,0,1,C,2,33,2,868,14,2,0
EMA00081037071460,2,0,1,E,3,46,2,550,6,0,0
EMA00081037162450,2,1.5,1,G,2,19,1,1061,8,6,0
EMA00081037163300,1,0,1,G,3,42,2,311,11,0,0
EMA00081037181090,1,2.6,1,G,2,14,2,778,6,0,0
EMA00081037227210,1,1.6,1,G,2,,3,490,6,0,1
EMA00081037409020,1,0.6,2,C,2,26,2,855,6,5,0
EMA00081037413900,2,0.1,2,G,3,40,2,504,11,0,0
EMA00081037550900,1,1.2,2,G,2,36,2,806,6,0,0
EMA00081037564930,1,1.8,2,E,2,31,2,770,6,2,0
EMA00081037769800,2,0.3,1,B,2,35,2,988,14,11,0
EMA00081037837390,2,0.4,1,,2,13,1,730,6,3,0
EMA00081037894760,1,0,1,B,2,36,2,649,5,2,0
EMA00081037895650,1,2,2,,2,,3,132,6,0,1
EMA00081037901900,1,1.5,2,C,2,32,2,933,11,0,1
EMA00081037964380,2,1.6,1,G,2,,2,722,21,11,0
EMA00081038059530,1,0,2,G,3,32,2,1229,4,0,0
EMA00081038111940,1,2,2,,2,35,2,655,4,0,0
EMA00081038250510,1,1.3,1,B,2,38,2,771,6,0,1
EMA00081038349400,1,1.4,1,D,2,18,2,673,21,,1
EMA00081038387060,1,1.3,2,,2,30,2,741,11,4,0
EMA00081038406960,1,0.2,1,,3,,1,636,8,6,1
EMA00081038677670,1,0.3,1,G,2,28,2,827,21,5,0
EMA00081038759920,1,0.3,1,E,3,32,1,934,7,0,1
EMA00081038880070,1,2,2,G,2,23,2,605,2,0,0
EMA00081038895280,2,3,1,E,2,23,3,653,21,19,0
EMA00081039003370,1,2.8,2,G,2,,2,733,26,10,0
EMA00081039112520,1,1.1,1,C,2,30,1,684,26,25,0
EMA00081039113840,2,0.6,1,F,2,12,3,892,5,0,0
EMA00081039336860,1,2,2,E,2,30,2,840,9,5,0
EMA00081039403230,1,2.8,2,G,2,23,1,806,11,6,0
EMA00081039428530,1,1.7,2,B,2,11,2,1229,16,10,0
EMA00081039462690,2,2.9,1,,2,,2,366,6,0,0
EMA00081039534040,2,0.3,1,G,3,40,3,605,4,0,1
EMA00081039536970,1,2.6,1,D,2,32,3,424,11,7,0
EMA00081039572180,1,1.2,1,B,2,27,1,623,11,0,0
EMA00081039588980,2,0.5,1,G,2,37,3,655,11,0,0
EMA00081039705590,2,0,2,D,3,9,1,721,16,0,0
EMA00081039751300,1,0.1,1,C,3,38,1,636,16,0,1
EMA00081039787860,1,0.3,1,G,3,55,3,610,,13,1
EMA00081039869260,1,1.7,2,E,2,30,1,840,,0,1
EMA00081039891640,1,3,1,A,2,,2,630,8,1,0
EMA00081040096160,1,0.5,2,E,2,40,2,630,11,9,0
EMA00081040100900,1,1.4,1,E,2,,2,713,11,2,0
EMA00081040293980,2,3,1,G,2,11,2,962,9,7,0
EMA00081040822500,1,0.7,2,G,2,30,2,1061,13,10,0
EMA00081040872420,2,0.3,1,G,2,40,2,560,11,10,0
EMA00081040909370,2,0.4,1,,2,,2,484,16,8,0
EMA00081041065020,1,0.1,2,E,3,40,3,484,21,13,1
EMA00081041178160,2,0.1,1,F,3,41,3,608,11,0,1
EMA00081041340230,2,4.5,1,,2,20,1,233,31,14,1
EMA00081041388570,1,1,1,G,2,26,2,842,19,15,0
EMA00081041529310,1,0.9,1,G,2,35,2,392,11,0,2
EMA00081041655380,1,1.3,1,G,2,14,3,1216,6,0,0
EMA00081041661340,1,0.1,1,G,3,52,2,694,5,0,1
EMA00081041749060,1,1.1,2,B,2,16,2,922,6,0,0
EMA00081042027300,1,1.6,2,C,2,19,2,605,16,0,0
EMA00081042047570,1,1.2,1,G,2,,2,1140,5,0,0
EMA00081042130990,1,1.3,1,C,2,36,3,484,11,7,0
EMA00081042190350,1,3,2,E,2,29,3,366,11,10,1
EMA00081042244530,1,2.3,2,B,2,23,1,550,8,0,0
EMA00081042476800,2,0.2,2,G,3,34,3,722,21,14,1
EMA00081042573420,1,0.3,2,G,2,37,2,1061,9,0,0
EMA00081042612330,2,0,2,G,3,46,2,484,4,0,1
EMA00081042649690,2,2,1,F,2,16,2,855,9,0,0
EMA00081042893820,1,3,2,,2,31,2,67,8,0,1
EMA00081043323740,1,1.6,2,C,2,15,2,922,9,0,0
EMA00081043345350,1,1.6,1,D,2,34,2,655,8,,0
EMA00081043410120,2,1,1,E,2,24,3,577,2,0,0
EMA00081043493070,1,0.3,1,G,3,28,2,912,14,8,1
EMA00081043567750,1,0,2,,2,47,2,524,11,10,0
EMA00081043637290,1,2.2,1,E,2,18,2,827,28,10,0
EMA00081043663060,1,0,1,,2,41,2,608,,0,0
EMA00081043808630,1,3,2,G,2,11,2,741,8,0,0
EMA00081043887630,1,1.5,2,D,2,,2,649,9,7,0
EMA00081043914980,2,0,2,F,3,44,3,578,14,13,0
EMA00081044167920,1,0.9,2,E,2,36,1,490,11,8,0
EMA00081044242890,1,3,2,E,2,9,2,504,4,0,0
EMA00081044673180,1,1.2,2,,2,18,2,760,8,6,0
EMA00081044692540,1,1.1,2,C,2,23,3,1140,8,0,0
EMA00081044730890,1,1.7,2,G,2,39,2,470,2,0,0
EMA00081044772850,1,0.3,2,E,2,24,2,868,8,0,0
EMA00081044890940,1,1.6,1,D,2,19,2,673,8,0,0
EMA00081045064190,1,2.5,2,C,2,15,2,721,14,12,0
EMA00081045155710,2,1.4,1,D,2,33,2,655,16,12,0
EMA00081045165910,2,0.3,2,G,3,40,2,655,11,0,0
EMA00081045174050,1,0.3,2,B,3,,1,610,10,3,1
EMA00081045188260,1,0.8,1,G,2,38,1,962,11,4,0
EMA00081045219800,1,0.3,1,,2,13,2,982,,7,0
EMA00081045520150,1,2.1,2,A,2,18,2,962,6,0,0
EMA00081045633430,1,3.6,1,,2,20,2,311,2,0,0
EMA00081045700330,1,0.6,1,D,2,46,2,458,16,14,0
EMA00081045794500,1,1.6,2,B,2,30,2,470,15,4,1
EMA00081046073580,1,2.7,2,,2,24,2,700,4,0,0
EMA00081046118230,2,2.2,1,A,2,26,2,253,2,0,1
EMA00081046140730,1,1.6,1,G,2,15,2,578,4,0,0
EMA00081046251450,1,0.2,2,D,2,24,1,1189,16,5,1
EMA00081046388880,1,0.1,2,G,3,24,3,931,11,7,0
EMA00081046565430,1,1.1,2,A,2,30,2,649,9,8,0
EMA00081046843460,1,0.8,1,D,2,,3,778,9,7,0
EMA00081046864140,1,1,1,,2,35,2,339,11,9,1
EMA00081046943460,1,1.2,2,B,2,22,2,578,8,0,1
EMA00081047251890,1,1.3,2,E,2,23,1,694,14,9,0
EMA00081047385090,1,3.3,2,G,2,15,1,524,11,4,0
EMA00081047477070,1,0,1,G,3,53,2,366,4,0,0
EMA00081047539790,1,1.8,1,B,2,28,3,700,31,15,0
EMA00081047763400,1,0.6,1,G,2,43,2,721,11,0,0
EMA00081048015960,1,1.8,2,E,2,6,2,1203,4,0,0
EMA00081048068100,1,1.8,1,G,2,20,2,1038,11,4,0
EMA00081048077220,1,0.1,1,G,3,46,2,655,9,7,1
EMA00081048130420,1,0.3,2,G,2,41,2,1103,,23,0
EMA00081048152910,1,0.2,2,G,3,22,2,1296,9,0,0
EMA00081048339080,1,0.1,2,,3,,3,771,4,0,0
EMA00081048366890,2,0.1,1,G,3,40,2,440,7,0,0
EMA00081048394900,1,2.2,2,C,2,32,3,389,11,5,1
EMA00081048404710,1,3,2,D,2,18,2,593,8,0,0
EMA00081048452030,2,0,2,F,3,22,1,694,5,0,0
EMA00081048598780,1,2,1,E,2,27,2,721,14,0,0
EMA00081048925640,1,0,1,D,3,45,2,630,11,0,1
EMA00081048968160,2,1.6,1,D,2,12,3,751,6,0,0
EMA00081049064800,1,2.3,1,D,2,15,3,934,9,0,0
EMA00081049256550,1,0,1,G,3,32,3,902,6,0,1
EMA00081049436510,2,0.9,1,G,2,28,2,873,6,0,0
EMA00081049502510,1,0.3,1,D,3,51,1,678,4,0,0
EMA00081049541140,1,1.5,1,F,2,24,2,760,14,0,2
EMA00081049673750,2,1.7,1,B,2,34,2,694,6,3,0
EMA00081049921320,2,0.2,1,G,3,21,2,1173,9,5,0
EMA00081049934450,2,0.3,1,G,2,21,1,922,6,4,0
EMA00081050052440,1,2.3,1,G,2,,2,649,6,3,0
EMA00081050304440,1,2.6,2,,2,30,2,416,11,0,0
EMA00081050326140,1,1.1,1,F,2,36,2,605,8,2,0
EMA00081050500650,2,0.1,2,,3,50,2,771,11,6,1
EMA00081050528830,1,1.6,1,,2,,1,311,8,0,0
EMA00081050650360,2,0,1,E,3,14,2,577,5,0,0
EMA00081050914710,1,2.3,2,F,2,22,2,490,4,0,0
EMA00081050934210,1,0.1,2,E,1,0,2,631,1,0,1
EMA00081050985030,1,1.6,2,B,2,26,1,593,24,8,0
EMA00081050996880,2,0.2,2,,3,23,2,939,4,0,0
EMA00081051132970,1,2.5,1,E,2,13,2,1061,11,6,0
EMA00081051173090,1,0.2,2,F,3,40,2,694,4,0,0
EMA00081051217390,2,0,1,D,3,42,3,440,11,0,2
EMA00081051634070,1,2.5,2,G,2,15,2,146,8,0,0
EMA00081051677400,2,1.4,1,E,2,,2,251,6,0,0
EMA00081051779290,1,2.6,1,,2,41,3,51,16,2,1
EMA00081051796590,1,0.7,1,,2,23,1,1271,24,11,0
EMA00081051798600,1,1.6,1,C,2,12,2,1216,4,0,0
EMA00081052177370,1,1.5,2,G,2,36,2,655,16,14,0
EMA00081052188350,1,2.6,1,C,2,25,2,521,21,12,1
EMA00081052252670,1,1.5,1,,2,33,1,484,9,0,1
EMA00081052342040,1,0.2,2,G,3,37,1,649,4,0,1
EMA00081052417650,1,0.3,2,F,3,55,1,314,9,8,0
EMA00081052476520,2,0,1,G,3,39,2,721,8,0,0
EMA00081052582680,1,1.3,2,G,2,25,1,1014,6,0,0
EMA00081052685850,1,3.2,1,E,2,26,2,389,6,,1
EMA00081052816300,2,0.2,2,,3,45,3,79,4,0,0
EMA00081053047110,1,0.8,1,C,2,34,2,560,16,7,1
EMA00081053185900,2,0.1,1,,2,51,2,424,6,5,2
EMA00081053407140,1,1.4,2,G,2,31,2,678,4,0,0
EMA00081053438370,2,2.4,1,D,2,15,3,1102,6,0,0
EMA00081053457710,1,0.9,1,F,2,44,2,771,26,14,0
EMA00081053509500,1,1.3,2,G,2,15,2,1262,9,7,0
EMA00081053571050,1,1.9,2,,2,11,3,694,4,0,0
EMA00081053577040,1,1.4,1,A,2,25,2,694,21,7,0
EMA00081053647210,1,1.4,2,C,2,40,2,565,11,,1
EMA00081053677640,1,3.4,2,,2,5,2,565,4,0,0
EMA00081053728740,1,2.2,2,F,2,16,1,1038,21,17,0
EMA00081053855960,1,1.9,2,,2,19,2,636,14,0,0
EMA00081053901520,1,0,1,B,3,43,2,577,11,3,1
EMA00081053962540,1,2.9,2,C,2,15,3,630,4,0,0
EMA00081054031080,2,1,1,G,2,17,2,700,6,0,0
EMA00081054249480,1,0.8,2,E,2,39,1,392,4,0,0
EMA00081054325890,1,0.1,2,D,3,54,2,366,11,0,1
EMA00081054328530,1,0.2,2,B,3,44,2,636,16,,0
EMA00081054485800,1,1.8,1,G,2,18,3,713,6,0,0
EMA00081054494330,1,0.3,2,G,2,,3,1082,4,1,0
EMA00081054525190,1,1.4,2,F,2,,2,931,14,1,0
EMA00081054526600,2,1.5,1,E,2,26,2,700,31,15,0
EMA00081054548460,1,0.1,1,F,2,40,1,631,4,0,0
EMA00081054578460,2,0.7,1,G,2,18,3,1241,6,2,0
EMA00081054610320,1,2.3,1,G,2,26,2,840,9,0,1
EMA00081054696850,2,2.8,1,,2,14,3,988,8,0,0
EMA00081054811640,1,2.3,1,E,2,36,2,190,4,0,1
EMA00081055174740,1,1.5,2,B,2,,2,630,6,3,1
EMA00081055255200,2,0.1,1,E,2,20,3,704,4,0,1
EMA00081055441730,1,0.1,2,D,3,15,2,1289,5,2,0
EMA00081055455130,1,1.3,2,G,2,20,2,1140,4,2,0
EMA00081055457640,1,3,2,G,2,5,2,311,4,0,0
EMA00081055909080,2,0,2,E,3,37,2,649,19,8,0
EMA00081055930480,1,1.8,1,G,2,30,2,392,11,0,0
EMA00081056001430,2,0,1,,3,40,1,623,4,,0
EMA00081056006920,2,0.1,2,F,3,52,2,458,7,2,0
EMA00081056119980,1,1.2,2,B,2,38,2,806,14,1,1
EMA00081056220150,1,0.9,2,C,2,10,2,982,6,0,0
EMA00081056416300,1,0.2,1,,2,,2,1122,4,0,0
EMA00081056465670,2,0.2,1,G,3,,3,560,4,0,0
EMA00081056494230,2,0.3,2,E,3,40,2,524,8,2,1
EMA00081056518530,1,0.3,1,G,2,12,2,1271,9,3,0
EMA00081056526280,1,1.2,2,,2,30,1,542,14,13,0
EMA00081056568780,2,0.6,1,E,2,35,2,1122,21,18,0
EMA00081056595070,1,2.2,2,G,2,20,2,1014,4,0,0
EMA00081056907790,1,0.7,2,,2,25,2,704,16,4,0
EMA00081056911380,1,0.8,1,G,2,19,2,912,8,7,0
EMA00081057047000,1,0.8,1,D,2,29,2,1157,,13,0
EMA00081057059190,2,0.3,2,E,3,28,2,704,11,0,0
EMA00081057060460,2,1.1,1,G,2,21,2,796,2,0,0
EMA00081057481290,1,2.5,1,G,2,29,2,458,11,0,0
EMA00081057645480,1,3.6,2,B,2,7,2,733,11,7,0
EMA00081057812600,2,0.1,1,G,2,42,2,741,9,0,0
EMA00081057820020,1,0.6,2,G,2,26,2,841,11,0,0
EMA00081057979200,1,0.8,1,,2,30,3,339,9,0,0
EMA00081057990830,2,0.2,1,,3,33,3,855,11,0,0
EMA00081058450270,1,0.4,2,F,2,28,2,868,6,0,0
EMA00081058485180,2,0,2,E,3,28,2,1038,3,0,0
EMA00081058502240,1,1.8,2,B,2,9,2,892,8,0,0
EMA00081058520310,2,1.4,1,B,2,36,3,605,9,6,0
EMA00081058526740,1,1.4,2,E,2,8,1,722,6,0,0
EMA00081058715050,1,2.3,1,G,2,24,1,521,6,3,0
EMA00081058839420,1,1.6,1,G,2,14,3,1229,14,8,0
EMA00081058881090,1,0.5,2,C,2,26,2,704,21,4,0
EMA00081058956350,1,0.3,2,G,3,31,2,757,11,0,0
EMA00081059227280,1,2.1,1,,2,22,2,678,21,5,0
EMA00081059270340,1,1.3,2,E,2,17,3,1189,11,10,0
EMA00081059415410,1,0.6,2,B,2,12,3,789,,7,0
EMA00081059575660,1,1.6,1,G,2,35,3,760,8,0,1
EMA00081059690820,1,2.3,1,D,2,29,2,462,16,0,0
EMA00081059723200,1,1.7,2,G,2,20,3,623,31,27,0
EMA00081059808570,1,2.5,1,E,2,23,2,933,11,10,0
EMA00081059842210,1,1.3,2,,2,42,2,424,21,11,0
EMA00081059926770,1,0.4,2,G,2,10,2,1082,5,0,0
EMA00081060096400,2,0.9,1,G,2,33,3,1038,6,1,0
EMA00081060131230,2,3.5,1,A,2,6,2,416,3,0,0
EMA00081060204480,2,1.6,1,G,2,16,3,880,8,0,0
EMA00081060341330,1,0.2,1,C,3,22,1,722,6,2,1
EMA00081060435430,1,0.7,2,,2,34,3,812,8,3,0
EMA00081060625610,1,1.5,1,F,2,25,2,778,31,28,0
EMA00081060657850,1,0.6,2,E,2,15,2,700,11,0,0
EMA00081060791470,1,0.3,2,C,2,43,3,578,9,0,0
EMA00081060882790,1,0.6,2,C,2,20,1,730,9,5,0
EMA00081061039690,1,1.2,2,,2,29,2,827,31,12,0
EMA00081061282790,1,0.3,2,E,1,0,2,352,1,0,0
EMA00081061498840,1,0.3,1,,3,,3,733,3,0,0
EMA00081061614100,2,0.2,2,B,3,39,2,40,6,0,0
EMA00081061744270,1,1.8,2,F,2,15,3,1140,11,3,0
EMA00081061886060,2,0.8,1,,2,10,1,1262,21,19,1
EMA00081062028250,1,3.1,1,B,2,20,1,458,21,13,0
EMA00081062125890,1,0.1,2,G,3,39,2,873,16,0,0
EMA00081062127250,2,0.3,2,E,3,45,1,565,18,0,0
EMA00081062403890,1,0.8,1,G,2,30,2,662,6,0,0
EMA00081062445030,1,1.6,2,G,2,,2,842,3,0,0
EMA00081062590370,1,1,1,E,2,38,2,311,11,0,0
EMA00081062967130,1,1.3,1,E,2,18,2,722,9,0,0
EMA00081063297950,1,0.4,1,G,2,46,2,440,6,0,0
EMA00081063338320,1,1.5,2,C,2,31,3,518,8,0,2
EMA00081063416740,2,0,1,,3,41,2,608,4,0,0
EMA00081063489400,2,0.2,2,,3,47,3,771,10,,0
EMA00081063746390,1,2.2,2,F,2,17,1,623,8,0,0
EMA00081063837520,1,1.1,1,F,2,23,2,1203,16,6,0
EMA00081063860240,1,2.5,2,G,2,,2,251,6,0,1
EMA00081063977070,1,2.7,1,D,2,,3,490,11,5,0
EMA00081064075720,1,1.4,2,G,2,36,2,733,14,11,0
EMA00081064099490,1,0,1,C,3,25,2,751,5,0,0
EMA00081064127100,1,2.6,1,G,2,26,2,440,21,15,0
EMA00081064167720,1,0.1,1,G,3,22,2,827,6,4,0
EMA00081064226030,2,1.1,1,G,2,,1,722,4,0,1
EMA00081064237720,1,2.1,2,C,2,20,3,741,9,8,1
EMA00081064248010,1,0.9,2,,2,43,2,733,9,7,0
EMA00081064525570,1,1.3,2,B,2,21,2,841,18,7,0
EMA00081064808110,1,0,2,G,3,33,2,730,11,8,0
EMA00081064960800,1,4.4,1,,2,21,2,40,9,0,0
EMA00081064981040,2,0,1,G,3,40,2,795,2,0,0
EMA00081065066800,1,1.7,2,B,2,33,2,470,8,0,0
EMA00081065233670,1,0.2,2,D,3,52,2,339,18,10,1
EMA00081065345100,1,0.9,2,F,2,37,2,631,16,14,0
EMA00081065425790,1,2.4,1,C,2,30,2,282,11,4,0
EMA00081065510310,1,0.7,2,G,2,18,1,1288,3,0,0
EMA00081065623040,1,0.3,2,E,2,31,2,713,6,0,0
EMA00081065653570,1,1.1,1,E,2,23,2,704,11,7,0
EMA00081065741970,2,0,1,G,3,36,1,1082,4,0,0
EMA00081065776150,1,1.8,1,B,2,39,3,339,11,0,0
EMA00081065902900,1,0.8,1,G,2,40,2,490,9,1,2
EMA00081065960040,1,1.7,2,D,2,21,1,608,4,0,0
EMA00081066043510,1,1.9,2,,2,27,2,700,6,5,0
EMA00081066122750,1,2,2,C,2,13,2,694,5,0,0
EMA00081066476990,2,1.9,1,G,2,36,2,392,11,0,0
EMA00081066559470,1,0.1,2,G,2,13,1,789,6,5,0
EMA00081066611850,1,0.1,2,,3,38,2,1014,6,0,0
EMA00081066634180,1,1,1,B,2,18,1,1122,8,0,0
EMA00081066642120,1,1.6,2,G,2,36,1,550,21,17,1
EMA00081066692610,1,1.4,1,G,2,31,2,721,16,2,0
EMA00081066736040,1,1.7,1,G,2,23,2,1038,26,17,0
EMA00081066856450,2,1.6,1,D,2,11,2,542,6,0,0
EMA00081066904870,2,2.2,1,,2,15,2,855,9,0,0
EMA00081066924130,1,0,1,G,3,55,1,251,11,4,1
EMA00081066946030,1,0.2,2,C,3,33,2,730,10,4,0
EMA00081066969660,1,0.7,1,G,2,46,2,339,4,0,0
EMA00081067226940,1,2.6,2,G,2,,2,605,9,0,0
EMA00081067346180,2,0.1,1,F,3,27,3,922,11,0,2
EMA00081067355100,1,1.9,2,,2,11,2,1103,5,0,0
EMA00081067582520,2,0.2,2,E,3,26,2,1173,9,0,0
EMA00081067667900,1,0.1,2,G,3,49,2,700,14,3,0
EMA00081067704000,1,2.1,1,D,2,18,2,1014,4,0,1
EMA00081067737820,1,3.3,2,D,2,15,2,366,8,0,0
EMA00081067854010,1,1.9,2,F,2,16,2,778,8,2,0
EMA00081068002140,1,1.8,1,G,2,30,1,578,14,,2
EMA00081068071670,1,0.3,1,G,3,46,3,593,9,7,1
EMA00081068189080,1,0.6,2,D,2,28,3,1173,4,3,0
EMA00081068267720,2,0.4,1,F,2,53,2,275,6,0,0
EMA00081068391600,1,1.5,2,G,2,37,2,565,28,27,0
EMA00081068414610,1,0,2,D,3,10,1,773,4,2,0
EMA00081068453560,2,0.2,1,D,3,32,3,392,21,14,0
EMA00081068598320,2,0.3,1,G,2,35,2,649,21,,0
EMA00081068660460,1,0.1,1,,2,47,2,542,8,3,0
EMA00081068934460,1,0,2,E,3,31,2,1189,14,12,0
EMA00081069023390,1,0.5,2,B,2,37,2,700,21,3,1
EMA00081069101620,1,0,1,G,3,48,3,770,13,0,0
EMA00081069186240,1,1.4,2,G,2,25,2,812,6,3,1
EMA00081069252970,2,0.6,1,,2,46,1,653,4,0,0
EMA00081069299990,1,0.1,2,E,3,25,3,484,8,0,0
EMA00081069465260,1,2.8,2,G,2,10,3,521,3,0,0
EMA00081069553340,1,0.4,2,,2,20,2,931,14,9,0
EMA00081069639550,2,1.7,1,E,2,20,3,760,6,0,0
EMA00081069756980,1,1.2,1,,2,18,3,880,16,9,0
EMA00081069835090,1,2.4,2,G,2,31,2,389,11,4,0
EMA00081069925880,1,1.4,2,D,2,32,2,934,8,0,0
EMA00081070007230,1,2,1,G,2,15,2,842,6,0,0
EMA00081070054630,1,1.5,1,C,2,31,2,1038,9,0,0
EMA00081070114230,1,0,2,E,3,46,2,424,11,8,0
EMA00081070310960,1,0.9,2,G,2,22,2,751,11,9,0
EMA00081070522520,1,1,2,G,2,,2,704,9,0,0
EMA00081070557290,2,0.4,1,G,2,35,3,550,9,0,0
EMA00081070582230,1,0.3,1,G,3,,3,1102,6,0,1
EMA00081070634780,1,2.3,2,G,2,17,2,873,6,1,0
EMA00081070799830,1,1.6,2,F,2,16,2,934,4,1,0
EMA00081070808600,2,0,2,D,3,36,2,1038,6,0,2
EMA00081070991490,1,0.2,2,G,3,21,3,880,6,0,0
EMA00081071119440,1,1,2,G,2,36,2,560,21,12,0
EMA00081071185310,1,2.5,1,E,2,29,2,419,4,,0
EMA00081071291040,1,1,2,G,2,37,2,733,4,0,0
EMA00081071302280,2,0.1,1,G,3,28,2,560,6,4,0
EMA00081071340180,1,0.5,2,,2,22,1,1203,6,0,0
EMA00081071482550,1,1.5,2,,2,26,1,673,9,4,0
EMA00081071511210,1,0.5,2,G,2,24,2,1280,24,10,0
EMA00081071576790,1,1.7,2,C,2,37,1,275,11,0,0
EMA00081071620270,1,2.6,2,F,2,40,2,40,11,9,1
EMA00081071924180,1,0,2,,2,39,1,684,6,0,0
EMA00081071999620,1,2,2,C,2,17,1,623,11,4,0
EMA00081072106120,2,0.2,2,D,3,22,3,1296,2,0,0
EMA00081072165730,1,0.9,1,F,2,,1,520,11,0,0
EMA00081072251830,2,0.3,2,,3,25,2,962,5,0,1
EMA00081072344920,1,0.3,1,,3,23,2,757,6,0,0
EMA00081072455730,2,0.1,2,,3,18,2,757,9,0,0
EMA00081072478140,1,1.7,1,F,2,26,3,1061,11,0,0
EMA00081072488400,1,2,1,G,2,17,2,760,9,0,0
EMA00081072589480,1,2.5,2,E,2,29,2,771,16,4,0
EMA00081072743350,1,0.3,1,E,3,48,2,605,6,0,0
EMA00081072747410,1,2.3,1,E,2,29,2,462,9,7,0
EMA00081072906650,2,0.1,1,C,3,40,3,484,6,0,1
EMA00081073015970,2,0.3,1,G,3,54,2,565,4,0,1
EMA00081073136460,1,2.7,2,E,2,21,2,484,11,10,0
EMA00081073169340,1,0.8,1,F,2,40,1,339,6,0,2
EMA00081073350090,1,0.2,2,D,2,26,1,902,16,4,0
EMA00081073520670,1,0.4,2,D,2,31,2,1140,8,0,0
EMA00081073647180,2,2.3,1,G,2,20,2,419,6,0,0
EMA00081073799390,1,0.1,1,D,3,54,2,733,11,4,1
EMA00081074018330,1,1.2,1,G,2,54,3,40,21,4,1
EMA00081074114310,1,1.6,2,G,2,33,1,694,9,0,0
EMA00081074214690,1,0,2,,3,35,1,1122,16,5,0
EMA00081074243150,2,0.1,1,,3,41,2,593,16,14,1
EMA00081074304140,1,0.3,2,G,3,33,2,868,14,0,0
EMA00081074425650,1,2,2,G,2,26,2,873,26,25,0
EMA00081074722340,2,0.3,2,G,3,51,3,490,6,0,0
EMA00081074798220,2,0.9,1,C,2,23,3,737,8,0,0
EMA00081074855630,1,1.8,2,B,2,10,3,912,18,11,0
EMA00081074875420,1,2.7,2,E,2,30,2,470,6,0,0
EMA00081074943020,2,0.4,1,,2,35,3,504,4,0,0
EMA00081074994500,2,0,2,D,3,35,2,254,14,5,0
EMA00081075183900,2,0.1,2,G,3,36,2,631,4,0,0
EMA00081075193810,2,0.2,2,,3,21,2,744,6,0,0
EMA00081075274650,1,1.3,2,G,2,19,2,842,8,0,0
EMA00081075489280,1,0.3,2,G,1,0,2,868,1,0,1
EMA00081075685980,2,1.1,1,,2,32,2,934,6,3,0
EMA00081075814590,1,0.4,1,G,2,43,3,631,9,4,0
EMA00081075827200,2,1.6,1,G,2,33,2,605,6,3,0
EMA00081076006370,1,2.7,1,D,2,18,3,630,9,0,0
EMA00081076070710,1,0.3,2,E,3,41,1,504,11,0,1
EMA00081076136220,2,0.3,1,E,2,26,2,655,2,0,0
EMA00081076204050,1,0.7,1,,2,28,1,912,21,5,0
EMA00081076304560,2,1.2,1,B,2,17,3,841,6,0,0
EMA00081076539910,2,1.8,1,E,2,40,2,352,,0,0
EMA00081076682780,1,0.6,2,G,2,38,2,392,11,0,1
EMA00081076955600,1,0.2,1,D,2,39,2,1082,26,10,0
EMA00081077174350,1,1.3,1,D,2,24,2,636,16,2,0
EMA00081077288740,1,0.5,1,G,2,41,3,542,16,12,0
EMA00081077315710,1,1,2,A,2,26,2,1014,,4,0
EMA00081077698040,2,0.7,1,C,2,27,2,1140,11,,0
EMA00081077887880,2,0.4,1,G,2,30,1,771,11,3,0
EMA00081077959320,1,1.7,2,G,2,22,2,636,6,,0
EMA00081077989400,1,1.2,2,D,2,55,2,67,11,,0
EMA00081078009270,1,0.7,1,E,2,52,2,419,21,6,0
EMA00081078010440,1,0,1,E,2,37,3,1060,18,11,0
EMA00081078015130,1,0.8,2,G,2,26,2,673,16,14,0
EMA00081078045360,1,0,2,G,2,30,2,892,16,1,0
EMA00081078151030,2,1.3,1,G,2,,1,440,9,0,0
EMA00081078193410,1,2,1,C,2,32,1,653,11,0,1
EMA00081078360970,1,0.2,1,B,3,62,2,79,11,4,0
EMA00081078520880,1,2.1,1,C,2,,2,771,6,2,0
EMA00081078613310,1,2.5,1,C,2,,3,490,8,0,0
EMA00081078666340,2,0,1,G,2,20,2,1216,9,7,0
EMA00081078707040,1,3.5,2,D,2,8,3,392,11,0,0
EMA00081078736210,1,0.5,2,D,2,18,3,1203,5,0,0
EMA00081078741690,2,0,1,G,3,15,3,931,4,0,0
EMA00081078741800,1,1.4,1,C,2,21,3,1189,8,0,0
EMA00081078861570,2,0.5,1,G,2,25,2,737,2,0,0
EMA00081078875590,1,1.1,1,C,2,30,2,1082,21,12,1
EMA00081078914540,1,0.7,2,G,2,25,2,912,11,5,0
EMA00081079010620,1,1.8,2,G,2,12,2,636,18,1,0
EMA00081079083270,1,2.1,2,G,2,20,2,806,11,5,0
EMA00081079092050,1,1.7,1,B,2,18,3,1173,9,4,0
EMA00081079307520,1,2.4,1,,2,30,3,490,21,5,0
EMA00081079309080,1,1.2,1,G,2,45,2,251,6,3,0
EMA00081079428680,1,0.1,2,B,3,42,1,962,11,1,2
